CountryCode,SeriesCode,DESCRIPTION
"BMU","IT.NET.USER.ZS","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
"BMU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BMU","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BMU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BMU","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BMU","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BMU","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"BMU","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BMU","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BMU","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BMU","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BOL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"BOL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BOL","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BOL","IT.NET.USER.ZS","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones."
"BOL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BRA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"BRA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BRA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BRA","IT.NET.USER.ZS","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL)."
"BRA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BRB","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BRB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"BRB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BRB","IT.NET.USER.ZS","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities."
"BRB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BRN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"BRN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BRN","IT.NET.USER.ZS","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)"
"BRN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BRN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BTN","IT.NET.USER.ZS","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications."
"BTN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"BTN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BTN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BWA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BWA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"BWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BWA","IT.NET.USER.ZS","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA)."
"CAF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CAF","IT.NET.USER.ZS","Société Centrafricaine de Télécommunications (SOCATEL)."
"CAF","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"CAF","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"CAN","IT.NET.USER.ZS","Statistics Canada. Canadian Radio-television and Telecommunications Commission."
"CAN","SP.DYN.LE00.FE.IN","Data source: Statistics Canada"
"CAN","SP.DYN.CDRT.IN","Data source: Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects"
"CAN","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"CAN","SP.POP.TOTL","Data source: Statistics Canada"
"CAN","SP.DYN.LE00.MA.IN","Data source: Statistics Canada"
"CAN","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"CAN","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"CAN","SP.DYN.CBRT.IN","Data source: Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects"
"CAN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"CAN","SP.DYN.TFRT.IN","Data source: Statistics Canada, United Nations World Population Prospects"
"CHE","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"CHE","SP.DYN.CDRT.IN","Data source: Eurostat"
"CHE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Swiss Federal Statistical Office"
"CHE","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"CHE","SP.DYN.LE00.MA.IN","Data source: Eurostat, Swiss Federal Statistical Office"
"CHE","SP.POP.TOTL","Data source: Eurostat"
"CHE","SP.DYN.TFRT.IN","Data source: Eurostat, Swiss Federal Statistical Office"
"CHE","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"CHE","SP.DYN.CBRT.IN","Data source: Eurostat"
"CHE","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"CHE","IT.NET.USER.ZS","Swisscom. From 1999: OFCOM."
"CHI","SP.POP.BRTH.MF","Refers to Guernsey, and Jersey."
"CHI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CHI","SP.DYN.TO65.FE.ZS","Refers to Guernsey, and Jersey."
"CHI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CHI","SP.POP.AG03.MA.IN","Refers to Guernsey, and Jersey."
"CHI","SP.ADO.TFRT","Refers to Guernsey, and Jersey."
"CHI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CHI","SP.POP.AG03.FE.IN","Refers to Guernsey, and Jersey."
"CHI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CHI","SP.DYN.TO65.MA.ZS","Refers to Guernsey, and Jersey."
"CHI","SG.POP.MIGR.FE.ZS","Refers to Guernsey, and Jersey. Estimates were derived from data on the foreign-born population."
"CHI","SP.POP.AG05.MA.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.0014.TO.ZS","Refers to Guernsey, and Jersey."
"CHI","SP.POP.1564.TO.ZS","Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG04.FE.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.65UP.TO.ZS","Refers to Guernsey, and Jersey."
"CHI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CHI","SP.POP.AG00.FE.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CHI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG00.MA.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG05.FE.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG01.FE.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG01.MA.IN","Refers to Guernsey, and Jersey."
"CHI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CHI","SP.POP.AG04.MA.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG02.FE.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.TOTL.FE.ZS","Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG02.MA.IN","Refers to Guernsey, and Jersey."
"CHI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Refers to Guernsey, and Jersey."
"CHL","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CHL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CHL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CHL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"CHL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"CHL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CHL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CHL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CHL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CHL","IT.NET.USER.ZS","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel)."
"CHL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"CHN","SP.POP.AG04.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","SP.POP.AG04.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","SP.POP.AG03.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","SP.DYN.CDRT.IN","Data source: National Bureau of Statistics"
"CHN","SP.DYN.TO65.FE.ZS","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","SP.ADO.TFRT","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","SP.POP.AG03.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
